Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,Is Fraudulent,Account Age Days,Transaction Hour
d18bdd3c-7255-416d-b897-86708454ab15,ab8926a0-3230-4cc6-ad56-76bd9c3fe554,258.75,3/1/2024 7:51,debit card,home & garden,3,18,Martinville,tablet,0,132,7
ffa572c5-1b70-496f-bb4d-c888cba32696,62f2dfbd-dc5c-4919-9beb-40f2deb046f2,803.93,1/5/2024 4:32,credit card,home & garden,4,39,West Angela,mobile,0,233,4
c11e6fb5-747f-439c-978e-fb631ce32e0b,cacf86fb-8dcb-4c06-802d-d5f7d3abcff3,13.51,1/27/2024 15:43,PayPal,clothing,3,40,Theodoremouth,desktop,0,197,15
221479fe-4a83-400c-ac40-c77d46ef9cc2,03a97c16-fe1f-4ce8-9766-7423cd439f0a,245.33,1/14/2024 21:17,PayPal,toys & games,3,31,Lake Kimchester,mobile,0,319,21
320c8ab2-29e2-49f2-830f-c69c0baea31b,f76f2ebb-6f95-45c8-84d7-c11c6b2f5fd5,251.85,2/3/2024 13:37,PayPal,clothing,1,44,Stevenmouth,mobile,0,121,13
de5b8ddf-9dc2-43af-9b85-d888c11a6f08,b1e49bbe-0426-48c7-acdd-9ca3c189128f,48.89,3/10/2024 4:21,debit card,electronics,3,49,South Lisaland,desktop,1,13,5
f179b331-8591-49fe-9ff6-2c7c476ad4d0,dcb4ab0f-f1d0-4cf3-9499-81bd2decb44c,136.44,1/23/2024 19:07,PayPal,clothing,5,29,New Jennifer,tablet,0,326,19
693ffcee-d60e-412c-bb58-3c44a7a1b3e9,615e6cb9-8e41-436c-aa2d-a987b3aad62f,32.73,3/30/2024 7:32,PayPal,health & beauty,3,50,Danielville,tablet,0,265,7
944ba8cd-6fcc-4ad9-b6fd-5aa4220c5f2d,a61f2ce3-8d97-4693-9669-6d5ef221b95f,485.49,1/3/2024 10:27,credit card,home & garden,5,21,East Sean,mobile,0,91,10
d3fa305a-8071-4809-807f-30c39889d0af,41096c61-9632-48cc-bc88-365227cb6bda,52.49,2/19/2024 14:42,bank transfer,electronics,5,38,Floresstad,mobile,0,277,14
e376498b-21c4-4893-8bbc-65ced67f6dc9,b2d7d117-9387-46ad-a574-7efdca4b3ca8,23.84,2/17/2024 20:39,debit card,electronics,1,34,Jamesbury,tablet,0,61,20
133484c9-b39f-49f3-85c7-088eaed8b728,bbc2e810-5f0c-4289-a6db-99ea1e1f4f6f,595.49,3/8/2024 7:02,PayPal,clothing,5,33,North Cherylfurt,tablet,0,178,7
b88c635b-89b0-42e6-b3c4-aba96c8ff294,091309b4-1edf-4765-ad31-18b27da11758,22.6,4/1/2024 9:52,bank transfer,clothing,4,19,Starkberg,tablet,0,238,9
a0a3b483-b168-42c6-bcc6-ca36bc4fb472,f991b9cc-4cd7-4c36-a866-c78a4c6dad90,166.65,3/9/2024 11:57,debit card,electronics,2,30,Lake Alexa,mobile,0,110,11
40a1291d-7709-4fe5-9b94-7ac779287676,5acab6b5-da93-4b17-8976-b7aafbaa1731,227.58,1/27/2024 18:54,debit card,electronics,1,51,Smithburgh,desktop,0,185,18
d13f4a6f-9d92-458d-a956-da1f9aab3696,e6ccfff9-eb89-41d7-99da-64a1c3c0254b,167.59,3/10/2024 9:22,debit card,health & beauty,3,36,Jacksonport,mobile,0,170,9
af4f3355-7310-4593-8544-349d0bc7359a,b7eb081a-5fb7-41aa-ad1b-f3fabe673aec,464.86,3/11/2024 20:45,PayPal,toys & games,5,28,Perkinston,tablet,0,66,20
52a63850-5d2c-4e7f-b5eb-dcdcaa899c34,5beeb101-66d5-4210-9818-4a65cdbb3910,833.3,3/8/2024 2:54,debit card,home & garden,2,45,Wendyberg,mobile,0,305,2
2bc10522-f62d-445a-a479-3d5a3ab712b2,a65fee7b-5efd-4793-90d7-e2cf5edf7d6c,94.02,2/13/2024 4:50,bank transfer,health & beauty,4,23,Lake Michaelfurt,tablet,0,211,4
ea58ec87-e717-49b0-abb2-b488a36ee1f7,429bdcb1-1c80-4408-94e1-148cd71b081c,164.26,1/21/2024 11:35,debit card,electronics,4,25,Port Michelefurt,tablet,0,19,11
c9c54942-b52d-473c-8fd9-e653cd1269a7,7573da21-42e3-43f5-9f4f-7c537c022eda,50.38,2/14/2024 20:56,debit card,clothing,4,23,South Adam,tablet,0,357,20
8bfbfe6f-b3c5-435d-b364-075535525ffa,40dfa13f-7042-4a4c-893b-ba2afbcf3b77,217.97,2/25/2024 15:10,bank transfer,clothing,5,29,South Jennaland,mobile,0,352,15
57d07c31-7fcd-40e0-8b6e-cea99d50a3e4,ac2074a5-988b-409a-bf7d-b813cec6131a,309.64,1/28/2024 10:46,credit card,toys & games,3,33,Sharpville,tablet,0,332,10
cc80334c-55b9-4e20-b960-577008fd56a1,10983164-71c5-4658-b4bf-761ffe82bcec,613.53,3/15/2024 3:39,credit card,clothing,5,25,East Mark,mobile,0,137,3
c4092a7f-0488-444a-8f3b-3025f9103ff1,e8869509-d248-40bd-adda-6a2e97183788,96.64,1/28/2024 13:54,credit card,health & beauty,3,28,Susanside,tablet,1,193,13
066e17c5-8ede-40e7-9295-237cca149fea,3ca498aa-747d-4dc6-bbe2-a4bf396cc6b1,105.45,3/22/2024 20:37,debit card,home & garden,2,40,Justinstad,desktop,1,146,20
666ed885-77e6-43fe-9566-2d8e8f2c84a8,0a752135-f7c0-4188-bb20-9626b1dd1e5b,117.83,2/23/2024 0:57,credit card,electronics,4,29,West Laurie,mobile,1,171,0
d4f180b1-c424-4248-b392-9739f2a90380,f8f0c8fe-c19e-4247-9067-faab1ec7175b,72.48,1/4/2024 11:39,PayPal,electronics,1,26,East John,mobile,1,164,11
b36fa5ec-3e40-4cd1-a893-d63a8db74416,4eea47db-b2c4-4645-9426-3864a034cd92,92.36,2/9/2024 0:19,credit card,electronics,1,28,Port Anthony,desktop,1,170,0
d9fda7bc-da4e-48d2-ab8a-12284ef0e16f,604a8458-0469-4bb8-9cef-aadc0a0b0cb5,109.8,1/3/2024 0:59,PayPal,electronics,3,50,New Adam,mobile,1,210,0
5cb51729-dfee-4179-9b3e-5038c5c62189,ed6e0c9b-889b-41b1-b340-8c90695211dd,666.99,2/18/2024 15:40,credit card,electronics,3,30,West Susan,mobile,1,44,15
f9fb8cb1-8c08-4c09-b5a7-4aa5ed8cf748,bea90121-2535-48ca-8140-ae1289b784ab,54.95,2/9/2024 11:52,debit card,home & garden,1,42,Ivanville,desktop,1,324,11
712c5061-8904-47fa-9331-2ad1dacaf728,e2c24d9d-d546-43d4-b4d4-c14a1c9ec56d,720.65,2/6/2024 22:22,debit card,home & garden,3,30,South Joshualand,tablet,1,165,22
8719c252-7577-4d5d-9db8-21e0f1db17ec,5dbc32bc-d270-4c25-9ef5-6833f4176a8c,33.88,3/12/2024 16:50,debit card,health & beauty,3,43,West Elizabethhaven,tablet,1,137,16
9da335be-5c97-4ca7-9401-bbffe7955cfd,ff910784-9cbe-400a-89a5-4a0c3df9dabd,13.13,2/22/2024 7:57,PayPal,toys & games,5,32,Connieshire,desktop,1,31,7
0fd5bbca-f4ce-4834-813b-ebec8239f22b,50237b1b-5721-4e16-ac56-75ad11937d58,134.31,2/7/2024 19:51,bank transfer,health & beauty,4,52,South Ashleyville,desktop,1,203,19
1d553127-316e-4d0c-9bbe-494aacfe67fa,3718455b-06c6-48f7-a053-57ce743b1466,41.95,1/3/2024 21:03,PayPal,electronics,4,37,Kennedyton,tablet,1,22,21
f91b3ff2-d101-4cf6-a99c-d0c9440b0045,727f82e1-3223-467f-83fe-b64d2766c4ae,348.27,3/18/2024 14:55,bank transfer,electronics,5,48,Lake Daniel,tablet,1,112,14
ab0f2aa3-ca53-4334-8393-ba7b7a15c27f,6c2c950b-66eb-486a-bc3c-87eae8c249ce,162.74,2/12/2024 12:56,debit card,health & beauty,3,36,Christopherburgh,desktop,1,181,12
2c491975-2537-4b07-a8ed-94e7035eccc5,54245f94-e4a2-4819-84d1-a3fe0d758f3c,368.46,2/17/2024 4:37,PayPal,home & garden,2,40,North Jenniferside,tablet,1,278,4
b82e4fca-55aa-4d16-bb2c-28f142bb452f,e5a529db-5b91-40d7-8be1-b9161bd1c6c9,534.87,3/15/2024 11:48,debit card,clothing,3,38,Oscarchester,desktop,1,115,11
b6c533c3-f00f-4a9d-afa2-8c53a67b4f8b,88812442-973b-4381-a77a-bdfd4fb6a859,448.01,1/29/2024 1:40,PayPal,electronics,3,41,Floresmouth,desktop,1,166,1
9bd79681-afee-4cb8-8b44-62bc97fcd678,8c6c0f10-b2e5-4932-a3a8-ea86df3bc4d9,607.55,1/9/2024 1:51,credit card,electronics,2,29,Johnshire,tablet,1,138,1
d51d8b4c-c1a9-4867-b4cc-a0ce4c6f2df0,f804d1e2-d2df-49e9-b0b4-af6f32130f96,347.37,3/8/2024 4:41,bank transfer,clothing,4,27,Matthewsfort,mobile,1,295,4
d2c4d61d-9f75-4b22-a1ee-fe7aee938f76,57756582-be2e-455f-8888-da5ee68f9af9,311.52,2/15/2024 19:59,credit card,clothing,5,32,Webbside,mobile,1,77,19
4892cc41-6d3b-46eb-8746-5b48416ef36d,8360c6a6-1b7b-426e-99eb-dbe1af4c2de4,519.58,3/2/2024 12:30,credit card,clothing,4,35,Watkinsside,desktop,1,4,12
492c48c2-356d-458b-b017-3d18bd857991,7bb1c623-d405-4a05-8abb-63531ce426bd,77.08,1/23/2024 20:59,PayPal,toys & games,2,38,Lake Kimberly,desktop,1,365,20
8bd31ba0-ee43-4e37-a1c2-037d70d0d432,b0b090ce-e756-4b6b-85d1-beb51c75c8fb,444.38,2/1/2024 21:36,bank transfer,clothing,1,36,Paulbury,tablet,1,351,21
f3d1ebf5-06e7-48f2-9e62-f99edbb93e06,4acc5b61-9f23-4d9a-b756-7067391a2c62,289.3,2/14/2024 16:25,PayPal,clothing,5,20,Gibsonfort,tablet,1,345,16
1b0fc4ea-5858-43a2-b80f-e2364999bae1,8c4fcd77-e509-4302-97e4-529cf3dfb5b8,21.19,2/3/2024 23:41,credit card,health & beauty,5,36,Nicoletown,mobile,1,198,23
775a4ded-dea8-4711-bffb-f4ab21dd8089,aa1ccf67-ec60-45c9-b105-e145e482a76a,254.14,3/29/2024 14:00,PayPal,home & garden,3,23,West Andre,mobile,1,69,14
1cc89295-06c2-4f4c-bbee-0d8848a7c1b3,bdff6dd7-cf18-4cd9-9de0-a1f12fbcabe3,13.78,2/7/2024 22:54,PayPal,electronics,1,35,Hayesberg,desktop,1,211,22
1cd7e50d-9e38-4b3c-b00c-17843c359b9f,62d478d4-1a4d-4de0-9a73-29dc8c345c8a,91.41,3/18/2024 16:48,debit card,home & garden,3,48,New Paulberg,desktop,1,56,16
82965e7b-5b59-46fa-9ff8-d04162c783dd,98370f5f-0512-4868-a5f0-f12713b95bea,124.55,3/15/2024 5:09,PayPal,clothing,1,35,East Katherine,mobile,1,104,5
08f7d325-d4ff-4cd7-a655-9b1dd6795d7c,1fdeba52-1dba-4c19-b663-e99618c86da3,472.76,1/9/2024 5:08,credit card,electronics,1,23,West Susan,tablet,1,364,5
a8c5edd1-d75f-4f9c-931b-c91b76d82e15,0ab9df2d-431b-403e-8c62-7179cade1997,113.47,2/23/2024 0:49,PayPal,electronics,5,41,Hunterborough,mobile,1,90,0
69f6a1b9-7dc1-4741-a561-fb9de5520795,5e0baaef-7bc7-4ca8-a089-b5150e612421,166.92,1/11/2024 13:23,debit card,health & beauty,4,37,South Janiceberg,desktop,1,77,13
89cdc9c6-17a0-45d1-9c2a-aabb8bdc0b1f,58dbf944-b88c-405b-afed-aa4f006d9245,180.91,1/7/2024 11:42,PayPal,electronics,2,18,Lake Jeanetteview,desktop,1,100,11
011f9cda-9f0b-4f7c-9561-8cb0d8c3a7b9,1abc5dc8-1a70-40be-8d5f-468463497b63,128.79,3/3/2024 22:43,bank transfer,home & garden,4,38,West Lisa,tablet,1,289,22
72bccaa1-88e2-4537-836b-d02cc1dd944d,babad2c0-1bb0-4db6-b51a-543d22b7981d,187.68,1/15/2024 13:18,debit card,toys & games,2,29,New Melissa,mobile,1,38,13
a7a3f3c3-5449-41ae-a210-c46204e3e21d,c13b1fa9-9ad4-43e9-9d71-4e6bde744120,15.45,1/18/2024 6:48,bank transfer,toys & games,2,28,Michelleberg,mobile,1,356,6
0cd330bb-999f-41c2-8669-0f30be12eb0e,18d854b4-59b2-44bc-a590-7979d12c231d,325.63,2/7/2024 9:13,credit card,health & beauty,1,20,Greentown,mobile,1,55,9
ed037455-3203-4ebc-806c-897136a749fc,8cdcf6fa-6c4c-400a-a076-7a7e06b7ae15,56.7,3/11/2024 16:09,PayPal,home & garden,1,45,Johnside,mobile,1,232,16
de83eb8f-9d42-4774-8959-c0476f60ab4b,fe60365c-1221-4f5a-982b-8bb15bcd196f,442.35,4/2/2024 12:33,PayPal,toys & games,1,33,New Andrew,desktop,1,178,12
ddbb3265-8bc0-4b70-8d7d-f2cdfd41a48b,c5362f37-ed62-470e-83a4-46dd1c4ecebb,155.98,1/18/2024 19:49,debit card,clothing,4,40,Salazartown,tablet,1,9,19
23767223-962c-427f-94fe-eaccc31b6d48,0d532fca-4eee-4fb3-a7c9-d0067c99128d,12.83,2/12/2024 0:59,debit card,health & beauty,1,41,Nealmouth,mobile,1,109,0
ae52e20d-6b4e-4fed-b9dd-f5ab8167bf05,fa829380-8058-435a-a587-93f9be06ee26,137.75,1/26/2024 1:58,credit card,toys & games,4,41,Lake Richardstad,desktop,1,335,1
fa7b822a-4988-4a29-b9a4-82038b485968,c1d4f478-4a87-47bd-9bda-0d16d48542fc,10.22,3/16/2024 23:50,debit card,home & garden,4,35,Port Glenda,desktop,1,250,23
5180e68b-90b7-4553-8950-f68b00a49532,3a116f2d-e267-4bad-9336-881a5e69277c,39.5,1/3/2024 21:42,PayPal,electronics,4,27,Andersonburgh,tablet,1,93,21
415fc468-802a-47aa-8135-4282ad3d6682,ae8d8452-7560-489f-b308-00054faa662d,32.68,1/13/2024 4:07,debit card,home & garden,1,41,West Christina,mobile,1,132,4
4362fb0e-883f-4e01-879c-a65ab2b9ddb5,0f847105-e15a-4e47-a52e-26d6d0db4f7d,82.29,3/13/2024 21:25,credit card,toys & games,3,41,South Steven,mobile,1,199,21
c7267ca3-7a8a-46a3-922e-d409acd7a831,1518dbbe-ca42-48eb-a3e7-8077375a3833,457.75,3/17/2024 22:02,credit card,clothing,4,16,Rebeccabury,desktop,1,225,22
67866e90-db13-49e9-8d82-75d45b0b2a73,d2f0adff-d69d-4e0d-b182-3eddd9a954c0,16.6,1/14/2024 12:57,debit card,home & garden,4,50,Lisaport,mobile,1,35,12
b43b35ff-c18f-479d-9dc8-8b2eb82d9a6a,46707e99-094c-4a2d-8f34-bcc604a21c5f,135.95,3/19/2024 14:39,bank transfer,health & beauty,3,29,Tammyhaven,desktop,1,266,14
2588f796-5e4f-43ce-b472-596a4bea5cb9,e47b8b4d-7108-481f-a4f6-c6e6d2f35df5,196.94,3/25/2024 19:23,bank transfer,home & garden,2,44,Walkerburgh,tablet,1,241,19
5609c294-9d95-470c-b2ef-a59a1071f6ea,bc9e7a89-324d-4c0d-9fda-3a275c50d54f,117.08,2/7/2024 21:27,PayPal,clothing,3,45,Hallfurt,tablet,1,157,21
de05d932-ec54-4d6e-803b-9cee66abd20b,2c3c77d1-ff99-4821-b7b6-04b56ed3d322,377.54,1/25/2024 13:38,PayPal,health & beauty,3,27,Lawrencemouth,mobile,1,300,13
726b676b-04c6-4fc4-9dfb-a433ad799c5e,ed124a21-2a6a-44b0-90da-2547a92e013c,128.9,2/13/2024 18:47,PayPal,electronics,3,30,Russelltown,tablet,1,63,18
4a43d978-1610-4284-a493-c8af6adcc8f8,b73e401c-c586-4d90-aed4-59871cfa7cc1,230.16,2/1/2024 22:50,bank transfer,home & garden,2,15,Port Lindastad,desktop,1,92,22
c3a9f775-a9c8-467e-b26b-102c954e3bae,c11f6bd6-9c3d-41c2-a90c-2ef8caf17083,350.25,1/31/2024 2:39,credit card,toys & games,2,45,Lake Danielville,mobile,1,256,2
046a00fd-eb8b-4582-bb21-4e09b0d8a3e1,6ac02c9f-a862-4e05-9a1e-1297d27f067d,245.95,3/16/2024 11:41,debit card,health & beauty,4,37,North Johnmouth,desktop,1,249,11
ed41d6f0-bf57-4700-9d0d-ad611b5fbb00,7ad9c199-5ed8-4435-94ce-302f7d86d2a7,129.89,2/6/2024 2:56,credit card,toys & games,4,27,Toddview,tablet,1,340,2
bdc79615-b9d0-4acc-a5d6-20e1e8aece61,3b0b132a-aae7-44f4-b46a-a5204ac5f96b,41.57,2/16/2024 3:11,PayPal,health & beauty,2,27,West Jacobfort,desktop,1,237,3
403170bf-9677-406e-ab3d-ab77b863bfee,9ee9cb5b-3ddf-41cd-840b-5b53fa5be3f3,96.73,3/16/2024 1:57,debit card,electronics,1,26,Micheletown,mobile,1,221,1
186b93e6-8d97-4f76-b7f2-be66c88245d1,57d11860-ac84-447d-97ca-092556d606d4,88.8,2/9/2024 2:26,debit card,home & garden,2,28,Kimberlymouth,tablet,1,66,2
6485c31b-cd9a-452b-a17d-1a5488ef5352,67ca4cbd-9705-4651-b6d3-5d93dc2bb264,215.38,3/28/2024 12:09,bank transfer,health & beauty,4,37,Bradleymouth,desktop,1,175,12
8c908122-3c1f-4eb0-8ca2-418b7e63745e,594639f0-be96-4ac0-ac68-75eb7337fb89,742.52,2/12/2024 9:47,debit card,home & garden,3,45,Rodgersstad,mobile,1,358,9
1f0dd2f4-806a-439c-a9e4-6d7a0bd708b5,65a988a3-a53e-4b40-a8d7-5f74f4fdb827,73.37,3/17/2024 12:29,debit card,health & beauty,1,35,Jennyland,mobile,1,172,12
b32bc79c-dcf9-4b83-b291-8a5a24dc7e32,8cbc2903-dc64-4f07-a498-e4e1125df636,263.59,1/25/2024 4:43,debit card,home & garden,2,40,Roychester,desktop,1,287,4
9052c39c-ae69-4eef-8c74-6ebf985b1477,a3f3a8a3-e76a-4adb-a2a5-6160d5da8c4c,169.84,2/29/2024 20:56,PayPal,clothing,1,27,Louistown,desktop,1,89,20
ee8c7500-3129-467d-ae30-95e7dea8a240,386f7c8a-699e-41cf-b81b-7f9be0710a67,191.74,3/8/2024 1:46,debit card,clothing,5,41,New Rebecca,mobile,1,268,1
2007b60a-fc06-4665-b1d9-e6110e468b16,99412ab2-1a9b-4f67-89c4-89073b481862,113.76,2/6/2024 6:11,bank transfer,clothing,3,26,Lake Roger,tablet,1,97,6
07eeb0e2-fe02-4f5f-9402-58839ba3dcac,ba31c960-49c8-4f2c-997e-8910df27de07,33.08,4/2/2024 10:51,bank transfer,health & beauty,4,43,Port Heather,mobile,1,157,10
0d1d82c7-e03a-40df-8f79-d630dd0ba90b,a171ff05-de04-4966-99a2-7c38025e18ee,87.38,3/24/2024 19:27,credit card,clothing,5,27,New Saraview,tablet,1,149,19
d25c8eca-49bc-4198-83de-825f418756a1,5f7d79d8-92ed-49eb-85e8-2bf448de0cb9,303.56,2/9/2024 14:03,credit card,home & garden,3,24,Scottside,mobile,1,62,14
fb77dd57-5c0f-4a2e-91c7-7747c6a5cbe7,34a67148-bf9e-4040-954c-1decedbdcb1a,99.5,3/9/2024 8:07,credit card,toys & games,3,44,Brianstad,tablet,1,168,8
3796bcc1-587d-45ec-9f76-ad09c9a5ef31,1c543e77-5c60-4f78-ae91-29562c6d9b44,108.28,3/2/2024 9:48,bank transfer,clothing,5,42,New Lisa,mobile,1,41,9
68dd6c5d-d684-4491-b1a6-9bf37fd020cc,a3d94e94-2b46-47c5-93d7-e196a7daa90a,56.62,3/20/2024 20:05,PayPal,home & garden,3,23,Deborahland,desktop,1,212,20
3d23f100-b189-440f-85e7-7942bf2c19e6,b12d111e-4a96-4e9c-b214-18afbe3da904,522.64,1/14/2024 7:10,PayPal,toys & games,4,28,North Donaldland,desktop,1,240,7
7a4f7403-eb50-442b-bcf0-155c471d72eb,91c09b6b-c9c4-4b80-a4ec-c0be627c5a9c,420.54,3/18/2024 13:56,bank transfer,home & garden,5,37,Melissaside,desktop,1,103,13
47b5fed3-7ebc-463e-ac73-947c14a847e4,2b222dc9-b18f-4b57-83d2-ff0e196d7ff0,64.79,3/10/2024 4:51,PayPal,home & garden,1,34,Gabriellemouth,mobile,1,112,4
d349b224-3bc3-48cf-bc4e-856ee8356d73,e860eca6-e79a-4b11-a3dc-83408cd5ee7e,67.75,3/19/2024 9:20,PayPal,home & garden,1,44,New Kristin,tablet,1,254,9
7f3897e4-2bbf-4646-bd50-628f1b11452b,b34fd189-667d-4a43-af3f-1a5be23a1777,140.47,3/11/2024 15:42,bank transfer,health & beauty,2,26,South Barbara,desktop,1,242,15
d3d6c17a-c26d-4938-85b3-4d1ef0aa28b9,a7e52e65-7114-4927-b52c-2ba137ac8229,316,3/14/2024 1:38,debit card,clothing,4,41,New Juan,tablet,1,101,1
0ad62fd2-a814-475c-b922-3df445e888a0,0e88f80f-5173-4ab5-be6b-591b63c4dd57,21.72,3/7/2024 13:59,bank transfer,electronics,2,34,North Michael,tablet,1,300,13
6e5d068b-4e99-4069-9d61-48f0f5aaefa5,618f9559-9cfd-4ef9-9228-cac0af928a31,407.92,1/27/2024 20:58,debit card,home & garden,4,50,New Brandy,tablet,1,320,20
ad6db54f-9967-4963-9ea4-7e7811f20985,0265c832-23df-40fa-9ffd-bf96c5ab3a21,49.66,3/5/2024 19:05,PayPal,electronics,5,35,Angelastad,mobile,1,98,19
70e7ef7f-f897-4ec5-aade-fae899125120,771c93d5-73db-4493-80fa-75f5ebcddfd4,90.69,1/21/2024 18:26,debit card,clothing,1,25,Stephanieberg,tablet,1,18,18
9758408e-1ffe-452f-a5ca-cff3b861e49b,f1211f8f-15ae-458c-8c63-35cbf94c35aa,538.53,1/3/2024 11:38,bank transfer,toys & games,2,39,South Alexis,tablet,1,299,11
b1c16efb-b8fa-473e-bafc-4c274513c28f,8d996a40-3770-4f38-9b8c-1a1f1e259fa4,10.65,1/9/2024 20:03,debit card,toys & games,4,20,New Lauratown,mobile,1,77,20
83ef1a67-0cec-4b94-bba7-34d29d3e3e57,212944ec-d07d-4570-87af-05228d6bc714,52.75,2/4/2024 9:26,credit card,electronics,5,49,South Jonathan,mobile,1,262,9
68b47735-3f3c-40ba-9025-3ffd28a7cf41,fe6b6818-2390-4eae-b527-4656a177f0bf,647.46,2/28/2024 11:22,credit card,health & beauty,4,44,South Carrie,tablet,1,72,11
f0eef5d9-96a4-4946-8a65-dec0c28f0c0a,37175cea-521a-4b81-a2c1-9a7e2aac9163,610.18,2/20/2024 23:10,bank transfer,electronics,3,46,Nicholasberg,desktop,1,345,23
1f92079d-7768-4571-858d-95eef8416131,c399875c-f25b-42d1-b347-495e6e5ed511,299.4,2/7/2024 6:00,PayPal,home & garden,1,29,North Melissa,tablet,1,229,6
3bd68970-af72-4920-96b3-ac802aa19426,dc611559-4ca1-4c24-8ad2-8faf25bf24aa,148.06,1/28/2024 12:07,debit card,health & beauty,4,48,Nelsonton,desktop,1,150,12
9df2a2ec-b454-4c2e-8a3d-81b8cab17cb4,438e7ca2-d1c9-41d5-8104-7e7620f2dade,175.27,2/16/2024 20:07,PayPal,health & beauty,4,49,Josephhaven,mobile,1,221,20
2b13f869-e79d-4c21-b597-28b1da581217,cc75a713-1c91-4131-a5ca-7e016e68dfa2,226.96,1/9/2024 5:42,bank transfer,clothing,1,28,East Gerald,mobile,1,362,5
439ddc1f-ef29-4e03-809b-bca830bc5ceb,a49680b2-25e3-43f0-b7d5-1bf6d083b4e5,310.29,2/26/2024 11:33,bank transfer,electronics,3,40,West Nicholas,mobile,1,348,11
dbbc9103-964b-45d5-9089-9915a48e4753,bb756074-5596-4ad8-a8bf-d939289b737d,610.8,2/27/2024 14:30,debit card,home & garden,2,25,Lake Jenna,desktop,1,62,14
fa416314-4fe4-4820-b977-a72d8394671a,359a0291-46a2-4046-bd5a-a47c90559825,58.8,2/23/2024 16:40,debit card,toys & games,2,35,South James,desktop,1,83,16
0b5113c8-a714-4f09-a060-4c748aa02280,41a60c25-d566-4c8b-ba6b-6f6fe26c83c7,108.82,1/7/2024 22:52,bank transfer,electronics,2,39,Port Curtis,tablet,1,114,22
b3c3574d-ebc8-481e-9675-f2a57bba39a8,5f93db73-7b10-4962-8f5d-70e4902702ba,763.25,1/23/2024 23:59,credit card,electronics,3,30,Heatherfort,mobile,1,342,23
d7179c15-ea70-4d35-97b3-4298e1130d93,48c9c45a-c12d-46be-ac4c-403130d951ae,861.35,1/23/2024 8:03,PayPal,health & beauty,2,37,East Bryanside,mobile,1,92,8
7a3f7293-90c6-47bb-9bb1-b9e9c0b27a1c,897708f2-3dea-47f5-b109-503dc8af6e17,58.97,1/21/2024 11:53,PayPal,clothing,1,21,East Donald,tablet,1,147,11
63d45d52-457e-49e4-9b64-3e8b3f1134a0,0344f6e4-f707-477c-9a89-f6a55794f16b,664.87,2/24/2024 4:36,bank transfer,home & garden,2,30,East Heather,mobile,1,300,4
f46c410b-43c6-43c0-a691-8bc9fd3376ea,bd8add80-7fba-46b7-aecd-db53a602d29b,440.06,1/25/2024 8:31,PayPal,electronics,4,44,Davidburgh,tablet,1,87,8
b2b02ae0-5c7a-4d61-b91e-7d66784c5bee,9f279671-fd18-410b-9bab-ab650a2c97cd,100.87,3/29/2024 20:06,credit card,home & garden,1,35,West Matthewland,mobile,1,356,20
76c749e6-8d82-4559-911a-c4bb97899f05,d7add7f9-750f-4a4d-8fe7-0676c029f8b5,32.79,1/8/2024 9:32,debit card,electronics,3,43,South Bethany,mobile,1,198,9
664593af-fc4a-4fc8-a567-5063d2dd3967,cc1f4e9c-11a1-4422-9f61-c7914202f647,336.24,3/24/2024 1:36,bank transfer,clothing,5,31,New Christinemouth,mobile,1,113,1
3c1788a9-257e-4b04-abec-e38615f133f7,c499836a-f621-4b17-bd05-6b0b52a80fc0,321.84,3/14/2024 21:49,bank transfer,home & garden,1,24,Tiffanyton,tablet,1,17,21
dff0eb45-0967-4233-b164-38eb26978b65,fa91a79b-f2ca-4446-a65e-2c45bac28ff8,153.02,2/16/2024 16:33,credit card,health & beauty,2,45,North Colton,mobile,1,201,16
d208a0cc-9010-4479-9980-9605a6ce6a70,7db75660-d099-44da-aff7-e60d0850f11a,394.58,1/8/2024 17:13,credit card,home & garden,4,40,Lake Susanside,tablet,1,76,17
d26c9dba-f621-4b3c-9524-07497c575987,c558f3ec-bf47-44be-a93d-b24a3ce341ab,374.5,3/17/2024 18:43,debit card,clothing,5,41,Walterchester,desktop,1,207,18
be5347e0-2b55-4b28-bdc9-bd8d309ecb68,0dcdd894-4aa6-488f-aec0-7057335abe1b,93.55,2/2/2024 9:34,credit card,toys & games,4,48,New Jodi,desktop,1,98,9
11a7d368-d146-4ace-9c39-413544c9a24c,f8214066-49a2-4c1a-87f7-0fb825803811,112.51,1/17/2024 21:46,credit card,clothing,1,41,Port Matthewville,desktop,1,324,21
56e8b488-059b-4174-8b18-a672006592d4,499e1fbf-4cee-47ec-a694-fd54828831bd,724.57,2/18/2024 7:10,credit card,toys & games,4,23,Nielsenville,mobile,1,191,7
b35d9c5a-01cc-4b5d-973d-b317fd21187c,9ca75ee4-2efd-42a9-89d2-4f4f74c57852,415.7,1/20/2024 9:53,PayPal,toys & games,2,37,Port Ericchester,tablet,1,279,9
633dd9bf-97e8-4b01-8965-76f26645c4f8,649e78b0-b1e8-481c-80ec-894db10e9927,14.74,3/13/2024 19:41,debit card,electronics,3,33,Rachelton,desktop,1,100,19
20715867-98fa-4cd1-a4cc-01cf578f16cd,e6f890e6-5145-453d-a736-1bd14296993e,302.96,3/20/2024 7:39,PayPal,home & garden,5,38,North Lindseyhaven,mobile,1,104,7
